Number of Beds,Number of Paths,Area of Apartment,Location,Price,Links,Seller Name,Seller Link
3 Beds,2 Baths,160 Sq. M.,"Asafra, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502600428.html,Mahmoud Attia,nan
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
5 Beds,3 Baths,233 Sq. M.,"The One, Smoha, Alexandria","15,706,530",https://www.bayut.eg/en/property/details-502599461.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,3 Baths,233 Sq. M.,"The One, Smoha, Alexandria","15,706,530",https://www.bayut.eg/en/property/details-502599461.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,3 Baths,233 Sq. M.,"The One, Smoha, Alexandria","15,706,530",https://www.bayut.eg/en/property/details-502599461.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,4 Baths,237 Sq. M.,"The One, Smoha, Alexandria","14,682,000",https://www.bayut.eg/en/property/details-502599000.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,4 Baths,237 Sq. M.,"The One, Smoha, Alexandria","14,682,000",https://www.bayut.eg/en/property/details-502599000.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
8 Beds,9 Baths,714 Sq. M.,"Camp Caesar, Alexandria","41,000,000",https://www.bayut.eg/en/property/details-502597190.html,Doha Ibrahem,nan
8 Beds,9 Baths,714 Sq. M.,"Camp Caesar, Alexandria","41,000,000",https://www.bayut.eg/en/property/details-502597190.html,Doha Ibrahem,nan
3 Beds,3 Baths,280 Sq. M.,"Glim, Alexandria","8,700,000",https://www.bayut.eg/en/property/details-502591194.html,Radwa Mahmoud,nan
3 Beds,3 Baths,280 Sq. M.,"Glim, Alexandria","8,700,000",https://www.bayut.eg/en/property/details-502591194.html,Radwa Mahmoud,nan
3 Beds,2 Baths,190 Sq. M.,"Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502590834.html,Deyar Realestate,nan
3 Beds,2 Baths,190 Sq. M.,"Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502590834.html,Deyar Realestate,nan
3 Beds,2 Baths,133 Sq. M.,"Murooj, Smoha, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502589095.html,Mariem Sobhy,https://www.bayut.eg/en/brokers/mariem-sobhy-8106ed0c-bfd5-4239-aff9-01cc8f6f34ab.html
3 Beds,2 Baths,133 Sq. M.,"Murooj, Smoha, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502589095.html,Mariem Sobhy,https://www.bayut.eg/en/brokers/mariem-sobhy-8106ed0c-bfd5-4239-aff9-01cc8f6f34ab.html
2 Beds,1 Bath,130 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502588635.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,130 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502588635.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,225 Sq. M.,"Nakheel, Alexandria","980,000",https://www.bayut.eg/en/property/details-204615339.html,شقق النخيـل شركة العربي جروب,nan
3 Beds,2 Baths,225 Sq. M.,"Nakheel, Alexandria","980,000",https://www.bayut.eg/en/property/details-204615339.html,شقق النخيـل شركة العربي جروب,nan
3 Beds,2 Baths,194 Sq. M.,"Maamoura, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502630822.html,Ahmed Hamdy,nan
3 Beds,2 Baths,194 Sq. M.,"Maamoura, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502630822.html,Ahmed Hamdy,nan
3 Beds,2 Baths,165 Sq. M.,"San Stefano, Alexandria","4,750,000",https://www.bayut.eg/en/property/details-502608395.html,Moaaz Tarek,nan
3 Beds,2 Baths,165 Sq. M.,"San Stefano, Alexandria","4,750,000",https://www.bayut.eg/en/property/details-502608395.html,Moaaz Tarek,nan
5 Beds,3 Baths,398 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","48,809,000",https://www.bayut.eg/en/property/details-502599388.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,3 Baths,398 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","48,809,000",https://www.bayut.eg/en/property/details-502599388.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,3 Baths,200 Sq. M.,"Smoha, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502596961.html,Abanob Morad,nan
3 Beds,3 Baths,200 Sq. M.,"Smoha, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502596961.html,Abanob Morad,nan
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","810,000",https://www.bayut.eg/en/property/details-204575124.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","810,000",https://www.bayut.eg/en/property/details-204575124.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
7 Beds,5 Baths,309 Sq. M.,"Smoha, Alexandria","35,600,000",https://www.bayut.eg/en/property/details-502599259.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
7 Beds,5 Baths,309 Sq. M.,"Smoha, Alexandria","35,600,000",https://www.bayut.eg/en/property/details-502599259.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,2 Baths,129 Sq. M.,"The One, Smoha, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502596989.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,2 Baths,129 Sq. M.,"The One, Smoha, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502596989.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,2 Baths,120 Sq. M.,"Nakheel, Alexandria","1,130,000",https://www.bayut.eg/en/property/details-502595145.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,120 Sq. M.,"Nakheel, Alexandria","1,130,000",https://www.bayut.eg/en/property/details-502595145.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,112 Sq. M.,"Smoha, Alexandria","7,840,000",https://www.bayut.eg/en/property/details-502591544.html,Moamen Hanfy,nan
2 Beds,1 Bath,112 Sq. M.,"Smoha, Alexandria","7,840,000",https://www.bayut.eg/en/property/details-502591544.html,Moamen Hanfy,nan
3 Beds,1 Bath,150 Sq. M.,"Miami, Alexandria","5,350,000",https://www.bayut.eg/en/property/details-502618056.html,Aida Ismael,https://www.bayut.eg/en/brokers/aida-ismael-00000000-439f-801f-8000-024213371337.html
3 Beds,1 Bath,150 Sq. M.,"Miami, Alexandria","5,350,000",https://www.bayut.eg/en/property/details-502618056.html,Aida Ismael,https://www.bayut.eg/en/brokers/aida-ismael-00000000-439f-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Miami, Alexandria","3,750,000",https://www.bayut.eg/en/property/details-502614072.html,Ehab Elsayed,nan
3 Beds,2 Baths,145 Sq. M.,"Miami, Alexandria","3,750,000",https://www.bayut.eg/en/property/details-502614072.html,Ehab Elsayed,nan
3 Beds,3 Baths,171 Sq. M.,"Murooj, Smoha, Alexandria","9,405,000",https://www.bayut.eg/en/property/details-502643051.html,Tasheed,nan
3 Beds,3 Baths,171 Sq. M.,"Murooj, Smoha, Alexandria","9,405,000",https://www.bayut.eg/en/property/details-502643051.html,Tasheed,nan
3 Beds,2 Baths,180 Sq. M.,"Saba Pasha, Alexandria","5,850,000",https://www.bayut.eg/en/property/details-502595563.html,First Choice,nan
3 Beds,2 Baths,180 Sq. M.,"Saba Pasha, Alexandria","5,850,000",https://www.bayut.eg/en/property/details-502595563.html,First Choice,nan
4 Beds,4 Baths,790 Sq. M.,"Alex West, Agami, Alexandria","35,000,000",https://www.bayut.eg/en/property/details-502593778.html,El Tourkey Real Estate,nan
4 Beds,4 Baths,790 Sq. M.,"Alex West, Agami, Alexandria","35,000,000",https://www.bayut.eg/en/property/details-502593778.html,El Tourkey Real Estate,nan
4 Beds,5 Baths,430 Sq. M.,"King Mariout, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502591293.html,Felophater Ayman,nan
4 Beds,5 Baths,430 Sq. M.,"King Mariout, Alexandria","11,000,000",https://www.bayut.eg/en/property/details-502591293.html,Felophater Ayman,nan
2 Beds,1 Bath,125 Sq. M.,"Sporting, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502042344.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
5 Beds,5 Baths,500 Sq. M.,"King Mariout, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502591981.html,El Razk Real Estate,nan
5 Beds,5 Baths,500 Sq. M.,"King Mariout, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502591981.html,El Razk Real Estate,nan
5 Beds,5 Baths,500 Sq. M.,"King Mariout, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502591981.html,El Razk Real Estate,nan
2 Beds,1 Bath,100 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502590212.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,100 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502590212.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,120 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502589997.html,شقق النخيـل شركة العربي جروب,nan
2 Beds,1 Bath,120 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502589997.html,شقق النخيـل شركة العربي جروب,nan
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","780,000",https://www.bayut.eg/en/property/details-502589951.html,شقق النخيـل شركة العربي جروب,nan
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","780,000",https://www.bayut.eg/en/property/details-502589951.html,شقق النخيـل شركة العربي جروب,nan
4 Beds,3 Baths,180 Sq. M.,"Murooj, Smoha, Alexandria","9,000,000",https://www.bayut.eg/en/property/details-502589562.html,Arsany Mahrous,https://www.bayut.eg/en/brokers/arsany-mahrous-00000000-1ac6-801f-8000-024213371337.html
4 Beds,3 Baths,180 Sq. M.,"Murooj, Smoha, Alexandria","9,000,000",https://www.bayut.eg/en/property/details-502589562.html,Arsany Mahrous,https://www.bayut.eg/en/brokers/arsany-mahrous-00000000-1ac6-801f-8000-024213371337.html
3 Beds,2 Baths,156 Sq. M.,"Smoha, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502589337.html,Fatma Abdelkhalek,nan
3 Beds,2 Baths,156 Sq. M.,"Smoha, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502589337.html,Fatma Abdelkhalek,nan
3 Beds,2 Baths,200 Sq. M.,"Moharam Bik, Alexandria","5,100,000",https://www.bayut.eg/en/property/details-502589214.html,Mahmoud Ragab,https://www.bayut.eg/en/brokers/mahmoud-ragab-00000000-3dcb-801f-8000-024213371337.html
3 Beds,2 Baths,200 Sq. M.,"Moharam Bik, Alexandria","5,100,000",https://www.bayut.eg/en/property/details-502589214.html,Mahmoud Ragab,https://www.bayut.eg/en/brokers/mahmoud-ragab-00000000-3dcb-801f-8000-024213371337.html
2 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","740,000",https://www.bayut.eg/en/property/details-502588955.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,115 Sq. M.,"Nakheel, Alexandria","740,000",https://www.bayut.eg/en/property/details-502588955.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,185 Sq. M.,"Sporting, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-502671202.html,Mai Ali,nan
3 Beds,2 Baths,185 Sq. M.,"Sporting, Alexandria","4,800,000",https://www.bayut.eg/en/property/details-502671202.html,Mai Ali,nan
3 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,600,000",https://www.bayut.eg/en/property/details-502670904.html,Mai Ali,nan
3 Beds,1 Bath,120 Sq. M.,"Laurent, Alexandria","3,600,000",https://www.bayut.eg/en/property/details-502670904.html,Mai Ali,nan
2 Beds,1 Bath,120 Sq. M.,"Nakheel, Alexandria","820,000",https://www.bayut.eg/en/property/details-502601041.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,120 Sq. M.,"Nakheel, Alexandria","820,000",https://www.bayut.eg/en/property/details-502601041.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
4 Beds,2 Baths,249 Sq. M.,"Sidi Beshr, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502600932.html,محمد عادل,nan
4 Beds,2 Baths,249 Sq. M.,"Sidi Beshr, Alexandria","4,000,000",https://www.bayut.eg/en/property/details-502600932.html,محمد عادل,nan
3 Beds,2 Baths,160 Sq. M.,"Asafra, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502600428.html,Mahmoud Attia,nan
3 Beds,2 Baths,160 Sq. M.,"Asafra, Alexandria","2,600,000",https://www.bayut.eg/en/property/details-502600428.html,Mahmoud Attia,nan
5 Beds,3 Baths,233 Sq. M.,"The One, Smoha, Alexandria","15,706,530",https://www.bayut.eg/en/property/details-502599461.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,3 Baths,233 Sq. M.,"The One, Smoha, Alexandria","15,706,530",https://www.bayut.eg/en/property/details-502599461.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,4 Baths,237 Sq. M.,"The One, Smoha, Alexandria","14,682,000",https://www.bayut.eg/en/property/details-502599000.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,4 Baths,237 Sq. M.,"The One, Smoha, Alexandria","14,682,000",https://www.bayut.eg/en/property/details-502599000.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
8 Beds,9 Baths,714 Sq. M.,"Camp Caesar, Alexandria","41,000,000",https://www.bayut.eg/en/property/details-502597190.html,Doha Ibrahem,nan
8 Beds,9 Baths,714 Sq. M.,"Camp Caesar, Alexandria","41,000,000",https://www.bayut.eg/en/property/details-502597190.html,Doha Ibrahem,nan
3 Beds,3 Baths,280 Sq. M.,"Glim, Alexandria","8,700,000",https://www.bayut.eg/en/property/details-502591194.html,Radwa Mahmoud,nan
3 Beds,3 Baths,280 Sq. M.,"Glim, Alexandria","8,700,000",https://www.bayut.eg/en/property/details-502591194.html,Radwa Mahmoud,nan
3 Beds,2 Baths,190 Sq. M.,"Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502590834.html,Deyar Realestate,nan
3 Beds,2 Baths,190 Sq. M.,"Smoha, Alexandria","8,200,000",https://www.bayut.eg/en/property/details-502590834.html,Deyar Realestate,nan
3 Beds,2 Baths,133 Sq. M.,"Murooj, Smoha, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502589095.html,Mariem Sobhy,https://www.bayut.eg/en/brokers/mariem-sobhy-8106ed0c-bfd5-4239-aff9-01cc8f6f34ab.html
3 Beds,2 Baths,133 Sq. M.,"Murooj, Smoha, Alexandria","5,800,000",https://www.bayut.eg/en/property/details-502589095.html,Mariem Sobhy,https://www.bayut.eg/en/brokers/mariem-sobhy-8106ed0c-bfd5-4239-aff9-01cc8f6f34ab.html
2 Beds,1 Bath,130 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502588635.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,130 Sq. M.,"Nakheel, Alexandria","920,000",https://www.bayut.eg/en/property/details-502588635.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
3 Beds,2 Baths,225 Sq. M.,"Nakheel, Alexandria","980,000",https://www.bayut.eg/en/property/details-204615339.html,شقق النخيـل شركة العربي جروب,nan
3 Beds,2 Baths,225 Sq. M.,"Nakheel, Alexandria","980,000",https://www.bayut.eg/en/property/details-204615339.html,شقق النخيـل شركة العربي جروب,nan
3 Beds,2 Baths,165 Sq. M.,"San Stefano, Alexandria","4,750,000",https://www.bayut.eg/en/property/details-502608395.html,Moaaz Tarek,nan
3 Beds,2 Baths,165 Sq. M.,"San Stefano, Alexandria","4,750,000",https://www.bayut.eg/en/property/details-502608395.html,Moaaz Tarek,nan
5 Beds,3 Baths,398 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","48,809,000",https://www.bayut.eg/en/property/details-502599388.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
5 Beds,3 Baths,398 Sq. M.,"Palm Hills Alexandria, Amreya, Alexandria","48,809,000",https://www.bayut.eg/en/property/details-502599388.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,3 Baths,200 Sq. M.,"Smoha, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502596961.html,Abanob Morad,nan
3 Beds,3 Baths,200 Sq. M.,"Smoha, Alexandria","3,800,000",https://www.bayut.eg/en/property/details-502596961.html,Abanob Morad,nan
4 Beds,2 Baths,400 Sq. M.,"Sporting, Alexandria","12,000,000",https://www.bayut.eg/en/property/details-502626210.html,Mohamed Abdelsalam,https://www.bayut.eg/en/brokers/mohamed-abdelsalam-c3435840-305e-4d4f-a80e-9362f9508e7c.html
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
3 Beds,2 Baths,145 Sq. M.,"Moharam Bik, Alexandria","3,200,000",https://www.bayut.eg/en/property/details-502596622.html,Ahmed Abdelsatter,https://www.bayut.eg/en/brokers/ahmed-abdelsatter-00000000-51dd-801f-8000-024213371337.html
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","810,000",https://www.bayut.eg/en/property/details-204575124.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
2 Beds,1 Bath,90 Sq. M.,"Nakheel, Alexandria","810,000",https://www.bayut.eg/en/property/details-204575124.html,شقق النخيل شركة اسكان جروب,https://www.bayut.eg/en/brokers/%D8%B4%D9%82%D9%82-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%83%D8%A7%D9%86-%D8%AC%D8%B1%D9%88%D8%A8-87a1b458-b8db-4a28-9fb3-12d2b5a0b586.html
7 Beds,5 Baths,309 Sq. M.,"Smoha, Alexandria","35,600,000",https://www.bayut.eg/en/property/details-502599259.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
7 Beds,5 Baths,309 Sq. M.,"Smoha, Alexandria","35,600,000",https://www.bayut.eg/en/property/details-502599259.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,2 Baths,129 Sq. M.,"The One, Smoha, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502596989.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
3 Beds,2 Baths,129 Sq. M.,"The One, Smoha, Alexandria","8,000,000",https://www.bayut.eg/en/property/details-502596989.html,Abdelrahman Ashraf Saad,https://www.bayut.eg/en/brokers/abdelrahman-ashraf-saad-8a7b0fc0-c643-4381-aa3a-1a7c3eb118b6.html
